1,0.001779,1,0
2,0.001241,2,0
3,0.001083,3,0
4,0.001097,4,0
5,0.001167,5,0
6,0.001213,6,0
7,0.001279,7,0
8,0.001349,8,0
9,0.001392,9,0
10,0.001388,1,0
11,0.001471,2,0
12,0.001546,3,0
13,0.001587,4,0
14,0.001794,5,0
15,0.001749,6,0
16,0.001811,7,0
17,0.001892,8,0
18,0.002004,9,0
19,0.002066,10,0
20,0.002054,2,0
21,0.002128,3,0
22,0.002236,4,0
23,0.002275,5,0
24,0.002327,6,0
25,0.002322,1,0
26,0.002618,2,0
27,0.002575,3,0
28,0.002612,4,0
29,0.002753,5,0
30,0.003009,3,0
31,0.002882,4,0
32,0.002949,5,0
33,0.003015,6,0
34,0.003325,7,0
35,0.003128,2,0
36,0.003201,3,0
37,0.003265,4,0
38,0.003599,5,0
39,0.003453,6,0
40,0.003559,4,0
41,0.003631,5,0
42,0.00372,6,0
43,0.003804,7,0
44,0.00389,8,0
45,0.003913,3,0
46,0.00399,4,0
47,0.004074,5,0
48,0.004125,6,0
49,0.004263,7,0
50,0.004283,2,0
51,0.004372,3,0
52,0.004463,4,0
53,0.004525,5,0
54,0.004617,6,0
55,0.004678,4,0
56,0.004776,5,0
57,0.004828,6,0
58,0.004928,7,0
59,0.005017,8,0
60,0.005027,3,0
61,0.005127,4,0
62,0.005191,5,0
63,0.005281,6,0
64,0.005377,7,0
65,0.005483,5,0
66,0.005506,6,0
67,0.005627,7,0
68,0.005709,8,0
69,0.005785,9,0
70,0.005798,4,0
71,0.006138,5,0
72,0.00599,6,0
73,0.006044,7,0
74,0.006166,8,0
75,0.006143,3,0
76,0.006218,4,0
77,0.006334,5,0
78,0.006447,6,0
79,0.006488,7,0
80,0.006558,5,0
81,0.006636,6,0
82,0.006731,7,0
83,0.006794,8,0
84,0.006927,9,0
85,0.006914,4,0
86,0.006958,5,0
87,0.007107,6,0
88,0.007171,7,0
89,0.007258,8,0
90,0.007332,6,0
91,0.007395,7,0
92,0.007505,8,0
93,0.007615,9,0
94,0.007713,10,0
95,0.009722,5,0
96,0.008781,6,0
97,0.031248,7,0
98,0.008833,8,0
99,0.014035,9,0
100,0.021602,4,0
101,0.008812,5,0
102,0.00891,6,0
103,0.008316,7,0
104,0.008407,8,0
105,0.00853,6,0
106,0.008554,7,0
107,0.008642,8,0
108,0.008762,9,0
109,0.008839,10,0
110,0.008929,5,0
111,0.008897,6,0
112,0.009017,7,0
113,0.009107,8,0
114,0.009178,9,0
115,0.009225,7,0
116,0.009305,8,0
117,0.009421,9,0
118,0.009496,10,0
119,0.009601,11,0
120,0.009584,6,0
121,0.009674,7,0
122,0.009816,8,0
123,0.009869,9,0
124,0.00994,10,0
125,0.009977,5,0
126,0.010046,6,0
127,0.010129,7,0
128,0.010234,8,0
129,0.010324,9,0
130,0.010405,7,0
131,0.010458,8,0
132,0.010995,9,0
133,0.010731,10,0
134,0.010765,11,0
135,0.010738,6,0
136,0.010936,7,0
137,0.010933,8,0
138,0.011014,9,0
139,0.011126,10,0
140,0.011143,8,0
141,0.011215,9,0
142,0.0113,10,0
143,0.011331,11,0
144,0.011483,12,0
145,0.011482,7,0
146,0.01157,8,0
147,0.011675,9,0
148,0.011754,10,0
149,0.011844,11,0
150,0.01189,6,0
151,0.012011,7,0
152,0.012194,8,0
153,0.012147,9,0
154,0.012209,10,0
155,0.012325,8,0
156,0.012393,9,0
157,0.0125,10,0
158,0.012545,11,0
159,0.012662,12,0
160,0.01267,7,0
161,0.012754,8,0
162,0.012991,9,0
163,0.013442,10,0
164,0.013048,11,0
165,0.026536,9,0
166,0.01313,10,0
167,0.013221,11,0
168,0.013314,12,0
169,0.013411,13,0
170,0.013446,8,0
171,0.013474,9,0
172,0.013507,10,0
173,0.013799,11,0
174,0.013779,12,0
175,0.013819,7,0
176,0.013874,8,0
177,0.013976,9,0
178,0.014272,10,0
179,0.014277,11,0
180,0.014104,9,0
181,0.014242,10,0
182,0.014373,11,0
183,0.014461,12,0
184,0.014479,13,0
185,0.014586,8,0
186,0.014551,9,0
187,0.014699,10,0
188,0.014777,11,0
189,0.015105,12,0
190,0.015037,10,0
191,0.015178,11,0
192,0.015147,12,0
193,0.015218,13,0
194,0.015344,14,0
195,0.015478,9,0
196,0.015403,10,0
197,0.015645,11,0
198,0.015631,12,0
199,0.015585,13,0
200,0.015548,8,0
-1, 8.19342,0 , 0
