1,0.001848,1,0
2,0.001424,2,0
3,0.001195,3,0
4,0.001669,4,0
5,0.001457,1,0
6,0.001654,2,0
7,0.001604,3,0
8,0.001693,4,0
9,0.015494,5,0
10,0.001778,1,0
11,0.001872,2,0
12,0.001942,3,0
13,0.002037,4,0
14,0.002277,5,0
15,0.002225,2,0
16,0.002387,3,0
17,0.002429,4,0
18,0.002571,5,0
19,0.002635,6,0
20,0.00275,2,0
21,0.00286,3,0
22,0.003001,4,0
23,0.003059,5,0
24,0.003166,6,0
25,0.00326,1,0
26,0.003624,2,0
27,0.003495,3,0
28,0.00359,4,0
29,0.003728,5,0
30,0.004029,2,0
31,0.003945,3,0
32,0.004031,4,0
33,0.004107,5,0
34,0.004614,6,0
35,0.004319,2,0
36,0.004517,3,0
37,0.004561,4,0
38,0.00483,5,0
39,0.004805,6,0
40,0.004901,3,0
41,0.00499,4,0
42,0.005342,5,0
43,0.005265,6,0
44,0.005411,7,0
45,0.005464,3,0
46,0.005651,4,0
47,0.005755,5,0
48,0.005832,6,0
49,0.005933,7,0
50,0.006101,1,0
51,0.006194,2,0
52,0.006312,3,0
53,0.006455,4,0
54,0.006574,5,0
55,0.006607,2,0
56,0.006771,3,0
57,0.006879,4,0
58,0.007063,5,0
59,0.007151,6,0
60,0.007205,2,0
61,0.007379,3,0
62,0.007516,4,0
63,0.007595,5,0
64,0.007742,6,0
65,0.007847,3,0
66,0.008223,4,0
67,0.008128,5,0
68,0.008207,6,0
69,0.008338,7,0
70,0.008509,3,0
71,0.008531,4,0
72,0.008665,5,0
73,0.0088,6,0
74,0.009003,7,0
75,0.009028,2,0
76,0.009199,3,0
77,0.009293,4,0
78,0.011978,5,0
79,0.009521,6,0
80,0.009572,3,0
81,0.009667,4,0
82,0.009911,5,0
83,0.009952,6,0
84,0.010122,7,0
85,0.01019,3,0
86,0.01037,4,0
87,0.010457,5,0
88,0.010569,6,0
89,0.0107,7,0
90,0.010839,4,0
91,0.010921,5,0
92,0.011069,6,0
93,0.011174,7,0
94,0.011313,8,0
95,0.011363,4,0
96,0.011495,5,0
97,0.011617,6,0
98,0.011822,7,0
99,0.011922,8,0
100,0.011962,1,0
101,0.012129,2,0
102,0.012606,3,0
103,0.012398,4,0
104,0.012514,5,0
105,0.012641,2,0
106,0.012817,3,0
107,0.04611,4,0
108,0.013105,5,0
109,0.013181,6,0
110,0.013359,2,0
111,0.01351,3,0
112,0.013567,4,0
113,0.013695,5,0
114,0.013856,6,0
115,0.013882,3,0
116,0.013971,4,0
117,0.01413,5,0
118,0.014347,6,0
119,0.014736,7,0
120,0.014535,3,0
121,0.014648,4,0
122,0.017067,5,0
123,0.014974,6,0
124,0.015088,7,0
125,0.104716,2,0
126,0.015809,3,0
127,0.015642,4,0
128,0.015656,5,0
129,0.01577,6,0
130,0.01595,3,0
131,0.016075,4,0
132,0.016219,5,0
133,0.016271,6,0
134,0.018961,7,0
135,0.016551,3,0
136,0.01667,4,0
137,0.016784,5,0
138,0.017,6,0
139,0.018506,7,0
140,0.01858,4,0
141,0.031856,5,0
142,0.017481,6,0
143,0.017579,7,0
144,0.019191,8,0
145,0.019505,4,0
146,0.038052,5,0
147,0.018109,6,0
148,0.018224,7,0
149,0.036968,8,0
150,0.02007,2,0
151,0.020131,3,0
152,0.020305,4,0
153,0.024316,5,0
154,0.023442,6,0
155,0.020737,3,0
156,0.02079,4,0
157,0.019337,5,0
158,0.019583,6,0
159,0.019657,7,0
160,0.019726,3,0
161,0.019765,4,0
162,0.056896,5,0
163,0.02206,6,0
164,0.053709,7,0
165,0.022017,4,0
166,0.02064,5,0
167,0.022535,6,0
168,0.022512,7,0
169,0.020968,8,0
170,0.023635,4,0
171,0.021235,5,0
172,0.021281,6,0
173,0.021461,7,0
174,0.021631,8,0
175,0.021672,3,0
176,0.021814,4,0
177,0.021924,5,0
178,0.023513,6,0
179,0.068495,7,0
180,0.024236,4,0
181,0.024263,5,0
182,0.024509,6,0
183,0.024584,7,0
184,0.024719,8,0
185,0.037965,4,0
186,0.025005,5,0
187,0.025107,6,0
188,0.023356,7,0
189,0.023523,8,0
190,0.047336,5,0
191,0.025965,6,0
192,0.025859,7,0
193,0.025929,8,0
194,0.024348,9,0
195,0.024235,5,0
196,0.0393,6,0
197,0.024484,7,0
198,0.029297,8,0
199,0.025192,9,0
200,0.024936,2,0
-1, 7.56697,0 , 0
