1,0.000918,1,0
2,0.000576,2,0
3,0.000396,3,0
4,0.00038,4,0
5,0.000393,5,0
6,0.000402,6,0
7,0.000411,7,0
8,0.000421,8,0
9,0.000455,9,0
10,0.000374,1,0
11,0.000351,2,0
12,0.000365,3,0
13,0.000384,4,0
14,0.000398,5,0
15,0.00041,6,0
16,0.000421,7,0
17,0.000424,8,0
18,0.000449,9,0
19,0.00046,10,0
20,0.000368,2,0
21,0.000373,3,0
22,0.000384,4,0
23,0.000407,5,0
24,0.0004,6,0
25,0.000384,1,0
26,0.000353,2,0
27,0.000365,3,0
28,0.000376,4,0
29,0.000388,5,0
30,0.000399,6,0
31,0.000412,7,0
32,0.000424,8,0
33,0.000453,9,0
34,0.000448,10,0
35,0.000383,2,0
36,0.000371,3,0
37,0.000376,4,0
38,0.000408,5,0
39,0.000401,6,0
40,0.000418,7,0
41,0.000425,8,0
42,0.000436,9,0
43,0.000445,10,0
44,0.000466,11,0
45,0.0004,3,0
46,0.000386,4,0
47,0.000388,5,0
48,0.00041,6,0
49,0.000419,7,0
50,0.000377,2,0
51,0.000372,3,0
52,0.000383,4,0
53,0.000387,5,0
54,0.0004,6,0
55,0.000413,7,0
56,0.000423,8,0
57,0.000434,9,0
58,0.000456,10,0
59,0.00046,11,0
60,0.000379,3,0
61,0.000385,4,0
62,0.000394,5,0
63,0.000407,6,0
64,0.00041,7,0
65,0.000422,8,0
66,0.000436,9,0
67,0.000449,10,0
68,0.00046,11,0
69,0.000472,12,0
70,0.000403,4,0
71,0.000387,5,0
72,0.0004,6,0
73,0.000412,7,0
74,0.000442,8,0
75,0.000374,3,0
76,0.000377,4,0
77,0.000398,5,0
78,0.000407,6,0
79,0.000589,7,0
80,0.000507,8,0
81,0.000449,9,0
82,0.000455,10,0
83,0.000462,11,0
84,0.000474,12,0
85,0.000415,4,0
86,0.000403,5,0
87,0.000411,6,0
88,0.000417,7,0
89,0.000428,8,0
90,0.000439,9,0
91,0.00045,10,0
92,0.000463,11,0
93,0.000476,12,0
94,0.000485,13,0
95,0.000415,5,0
96,0.000409,6,0
97,0.000436,7,0
98,0.000428,8,0
99,0.000438,9,0
100,0.000411,4,0
101,0.000401,5,0
102,0.000407,6,0
103,0.000418,7,0
104,0.000426,8,0
105,0.000447,9,0
106,0.000468,10,0
107,0.000471,11,0
108,0.000496,12,0
109,0.000494,13,0
110,0.000421,5,0
111,0.000403,6,0
112,0.000423,7,0
113,0.000439,8,0
114,0.000459,9,0
115,0.000459,10,0
116,0.000471,11,0
117,0.000491,12,0
118,0.000501,13,0
119,0.000504,14,0
120,0.000418,6,0
121,0.000451,7,0
122,0.000444,8,0
123,0.00045,9,0
124,0.000469,10,0
125,0.000403,5,0
126,0.000413,6,0
127,0.000418,7,0
128,0.000429,8,0
129,0.000463,9,0
130,0.000471,10,0
131,0.000491,11,0
132,0.000483,12,0
133,0.000493,13,0
134,0.000498,14,0
135,0.000421,6,0
136,0.000415,7,0
137,0.000453,8,0
138,0.00044,9,0
139,0.000458,10,0
140,0.00047,11,0
141,0.000481,12,0
142,0.000495,13,0
143,0.000511,14,0
144,0.000513,15,0
145,0.000428,7,0
146,0.000451,8,0
147,0.000454,9,0
148,0.000461,10,0
149,0.000472,11,0
150,0.000418,6,0
151,0.000426,7,0
152,0.000432,8,0
153,0.000442,9,0
154,0.00046,10,0
155,0.000469,11,0
156,0.000483,12,0
157,0.000495,13,0
158,0.000524,14,0
159,0.000511,15,0
160,0.000446,7,0
161,0.000426,8,0
162,0.000446,9,0
163,0.000451,10,0
164,0.000472,11,0
165,0.000483,12,0
166,0.000496,13,0
167,0.000499,14,0
168,0.00051,15,0
169,0.000521,16,0
170,0.000427,8,0
171,0.000456,9,0
172,0.000468,10,0
173,0.000472,11,0
174,0.000494,12,0
175,0.000427,7,0
176,0.000437,8,0
177,0.000443,9,0
178,0.000491,10,0
179,0.000521,11,0
180,0.000512,12,0
181,0.000531,13,0
182,0.000536,14,0
183,0.000562,15,0
184,0.000568,16,0
185,0.000466,8,0
186,0.000472,9,0
187,0.00049,10,0
188,0.000466,11,0
189,0.000478,12,0
190,0.000547,13,0
191,0.000537,14,0
192,0.000518,15,0
193,0.000521,16,0
194,0.000543,17,0
195,0.000447,9,0
196,0.000462,10,0
197,0.000481,11,0
198,0.00049,12,0
199,0.000484,13,0
200,0.000443,8,0
-1, 0.994549,0 , 0
