3.282240e-02, 5, 200.000000, 1.150000e+02, 2.180000e+01, 0.000000e+00
8.001140e-02, 5, 400.000000, 2.294000e+02, 3.220000e+01, 0.000000e+00
1.162082e-01, 5, 600.000000, 3.434000e+02, 3.660000e+01, 0.000000e+00
1.618132e-01, 5, 800.000000, 4.584000e+02, 3.940000e+01, 0.000000e+00
2.052444e-01, 5, 1000.000000, 5.736000e+02, 4.340000e+01, 0.000000e+00
2.588546e-01, 5, 1200.000000, 6.860000e+02, 4.840000e+01, 0.000000e+00
3.094082e-01, 5, 1400.000000, 7.972000e+02, 4.980000e+01, 0.000000e+00
9.452366e-01, 5, 1600.000000, 9.148000e+02, 4.840000e+01, 0.000000e+00
4.007298e-01, 5, 1800.000000, 1.026600e+03, 4.940000e+01, 0.000000e+00
4.572908e-01, 5, 2000.000000, 1.141200e+03, 5.320000e+01, 0.000000e+00
6.151762e-01, 5, 2200.000000, 1.254400e+03, 5.800000e+01, 0.000000e+00
2.356642e+00, 5, 2400.000000, 1.367600e+03, 5.900000e+01, 0.000000e+00
6.720572e-01, 5, 2600.000000, 1.483800e+03, 6.060000e+01, 0.000000e+00
7.111729e-01, 5, 2800.000000, 1.602400e+03, 5.640000e+01, 0.000000e+00
7.554522e-01, 5, 3000.000000, 1.714400e+03, 6.060000e+01, 0.000000e+00
8.396698e-01, 5, 3200.000000, 1.834800e+03, 6.020000e+01, 0.000000e+00
8.774503e-01, 5, 3400.000000, 1.943600e+03, 6.100000e+01, 0.000000e+00
9.429718e-01, 5, 3600.000000, 2.058600e+03, 6.660000e+01, 0.000000e+00
9.891468e-01, 5, 3800.000000, 2.170200e+03, 6.760000e+01, 0.000000e+00
1.054135e+00, 5, 4000.000000, 2.283400e+03, 6.380000e+01, 0.000000e+00
1.118264e+00, 5, 4200.000000, 2.397800e+03, 6.700000e+01, 0.000000e+00
1.169375e+00, 5, 4400.000000, 2.513800e+03, 6.940000e+01, 0.000000e+00
1.230402e+00, 5, 4600.000000, 2.624600e+03, 6.580000e+01, 0.000000e+00
1.287712e+00, 5, 4800.000000, 2.742600e+03, 7.420000e+01, 0.000000e+00
1.344830e+00, 5, 5000.000000, 2.856600e+03, 6.740000e+01, 0.000000e+00
1.402958e+00, 5, 5200.000000, 2.973000e+03, 7.400000e+01, 0.000000e+00
1.457536e+00, 5, 5400.000000, 3.085400e+03, 6.960000e+01, 0.000000e+00
1.523820e+00, 5, 5600.000000, 3.201000e+03, 7.060000e+01, 0.000000e+00
1.573834e+00, 5, 5800.000000, 3.320200e+03, 7.360000e+01, 0.000000e+00
1.648742e+00, 5, 6000.000000, 3.431200e+03, 7.120000e+01, 0.000000e+00
1.718683e+00, 5, 6200.000000, 3.544200e+03, 7.260000e+01, 0.000000e+00
1.739561e+00, 5, 6400.000000, 3.659200e+03, 7.360000e+01, 0.000000e+00
1.740459e+00, 5, 6600.000000, 3.766600e+03, 7.740000e+01, 0.000000e+00
1.828332e+00, 5, 6800.000000, 3.887400e+03, 7.560000e+01, 0.000000e+00
1.908969e+00, 5, 7000.000000, 4.003200e+03, 7.540000e+01, 0.000000e+00
1.935947e+00, 5, 7200.000000, 4.114200e+03, 7.500000e+01, 0.000000e+00
2.043120e+00, 5, 7400.000000, 4.226600e+03, 8.060000e+01, 0.000000e+00
2.177546e+00, 5, 7600.000000, 4.330000e+03, 7.680000e+01, 0.000000e+00
2.158060e+00, 5, 7800.000000, 4.460000e+03, 7.880000e+01, 0.000000e+00
2.171972e+00, 5, 8000.000000, 4.568200e+03, 8.600000e+01, 0.000000e+00
2.238185e+00, 5, 8200.000000, 4.685400e+03, 7.900000e+01, 0.000000e+00
2.385492e+00, 5, 8400.000000, 4.803400e+03, 7.840000e+01, 0.000000e+00
2.365381e+00, 5, 8600.000000, 4.919600e+03, 8.100000e+01, 0.000000e+00
2.416137e+00, 5, 8800.000000, 5.025200e+03, 7.740000e+01, 0.000000e+00
2.532795e+00, 5, 9000.000000, 5.143600e+03, 8.360000e+01, 0.000000e+00
2.588568e+00, 5, 9200.000000, 5.264400e+03, 8.240000e+01, 0.000000e+00
2.599056e+00, 5, 9400.000000, 5.371600e+03, 8.120000e+01, 0.000000e+00
2.672969e+00, 5, 9600.000000, 5.487800e+03, 8.180000e+01, 0.000000e+00
2.841553e+00, 5, 9800.000000, 5.609000e+03, 8.380000e+01, 0.000000e+00
2.776983e+00, 5, 10000.000000, 5.718200e+03, 8.780000e+01, 0.000000e+00
2.840804e+00, 5, 10200.000000, 5.827800e+03, 8.440000e+01, 0.000000e+00
2.886040e+00, 5, 10400.000000, 5.941000e+03, 8.720000e+01, 0.000000e+00
2.861884e+00, 5, 10600.000000, 6.057000e+03, 8.220000e+01, 0.000000e+00
2.945337e+00, 5, 10800.000000, 6.173000e+03, 8.240000e+01, 0.000000e+00
2.976159e+00, 5, 11000.000000, 6.290600e+03, 8.600000e+01, 0.000000e+00
3.139897e+00, 5, 11200.000000, 6.399000e+03, 8.580000e+01, 0.000000e+00
3.262786e+00, 5, 11400.000000, 6.505800e+03, 8.520000e+01, 0.000000e+00
3.380145e+00, 5, 11600.000000, 6.627400e+03, 8.800000e+01, 0.000000e+00
3.444077e+00, 5, 11800.000000, 6.739400e+03, 8.640000e+01, 0.000000e+00
3.512076e+00, 5, 12000.000000, 6.855000e+03, 8.500000e+01, 0.000000e+00
3.580692e+00, 5, 12200.000000, 6.970000e+03, 8.640000e+01, 0.000000e+00
3.654877e+00, 5, 12400.000000, 7.093000e+03, 9.040000e+01, 0.000000e+00
3.743433e+00, 5, 12600.000000, 7.204200e+03, 8.680000e+01, 0.000000e+00
3.785188e+00, 5, 12800.000000, 7.311200e+03, 8.660000e+01, 0.000000e+00
3.665232e+00, 5, 13000.000000, 7.449600e+03, 8.440000e+01, 0.000000e+00
4.382111e+00, 5, 13200.000000, 7.545000e+03, 8.760000e+01, 0.000000e+00
3.711786e+00, 5, 13400.000000, 7.665000e+03, 8.700000e+01, 0.000000e+00
3.797311e+00, 5, 13600.000000, 7.780600e+03, 8.880000e+01, 0.000000e+00
3.809236e+00, 5, 13800.000000, 7.895400e+03, 9.000000e+01, 0.000000e+00
3.915473e+00, 5, 14000.000000, 7.994800e+03, 9.080000e+01, 0.000000e+00
3.962952e+00, 5, 14200.000000, 8.109800e+03, 8.880000e+01, 0.000000e+00
4.102246e+00, 5, 14400.000000, 8.229800e+03, 9.040000e+01, 0.000000e+00
4.082757e+00, 5, 14600.000000, 8.348600e+03, 9.260000e+01, 0.000000e+00
4.164619e+00, 5, 14800.000000, 8.456000e+03, 9.640000e+01, 0.000000e+00
5.176047e+00, 5, 15000.000000, 8.558400e+03, 9.440000e+01, 0.000000e+00
5.600448e+00, 5, 15200.000000, 8.692400e+03, 9.400000e+01, 0.000000e+00
4.394903e+00, 5, 15400.000000, 8.797600e+03, 9.140000e+01, 0.000000e+00
5.966545e+00, 5, 15600.000000, 8.918800e+03, 9.440000e+01, 0.000000e+00
5.668523e+00, 5, 15800.000000, 9.044400e+03, 9.360000e+01, 0.000000e+00
4.776322e+00, 5, 16000.000000, 9.155800e+03, 9.580000e+01, 0.000000e+00
5.844352e+00, 5, 16200.000000, 9.253800e+03, 9.580000e+01, 0.000000e+00
6.890106e+00, 5, 16400.000000, 9.377000e+03, 9.460000e+01, 0.000000e+00
4.925195e+00, 5, 16600.000000, 9.470800e+03, 9.180000e+01, 0.000000e+00
5.216124e+00, 5, 16800.000000, 9.597800e+03, 8.940000e+01, 0.000000e+00
6.247704e+00, 5, 17000.000000, 9.713400e+03, 1.010000e+02, 0.000000e+00
6.237821e+00, 5, 17200.000000, 9.824000e+03, 9.680000e+01, 0.000000e+00
5.591600e+00, 5, 17400.000000, 9.948400e+03, 9.540000e+01, 0.000000e+00
5.399461e+00, 5, 17600.000000, 1.005040e+04, 9.620000e+01, 0.000000e+00
5.533746e+00, 5, 17800.000000, 1.016240e+04, 9.560000e+01, 0.000000e+00
5.667580e+00, 5, 18000.000000, 1.029580e+04, 9.620000e+01, 0.000000e+00
5.529647e+00, 5, 18200.000000, 1.040460e+04, 9.660000e+01, 0.000000e+00
5.426091e+00, 5, 18400.000000, 1.052620e+04, 9.560000e+01, 0.000000e+00
5.744195e+00, 5, 18600.000000, 1.064020e+04, 9.560000e+01, 0.000000e+00
5.627917e+00, 5, 18800.000000, 1.074920e+04, 9.960000e+01, 0.000000e+00
5.481226e+00, 5, 19000.000000, 1.085160e+04, 9.660000e+01, 0.000000e+00
5.839419e+00, 5, 19200.000000, 1.097680e+04, 9.900000e+01, 0.000000e+00
5.684904e+00, 5, 19400.000000, 1.110120e+04, 9.160000e+01, 0.000000e+00
6.519579e+00, 5, 19600.000000, 1.119860e+04, 9.880000e+01, 0.000000e+00
5.828242e+00, 5, 19800.000000, 1.130600e+04, 9.740000e+01, 0.000000e+00
5.902454e+00, 5, 20000.000000, 1.143980e+04, 9.840000e+01, 0.000000e+00
